Action,Date,Type,ApplicationNumber,BankName,Location,City,State,County,EndCmtPd
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315449,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315450,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315452,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315453,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315454,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315455,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315456,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315457,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315459,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315460,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315461,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315462,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315463,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315464,"Capital One, NA",1680 Capital One Drive,McLean,VA,Fairfax, 
Approved,2020-07-17,Branch Establishment,2020-LB-BranchNew-314893,"Citizens Bank, NA",One Citizens Plaza,Providence,RI,Providence,2020-07-12
Receipt,2020-07-17,Branch Closings,2020-CE-BranchClosing-315478,Farmers' NB of Canfield,20 South Broad Street,Canfield,OH,Mahoning, 
Consummated/Effective,2020-07-17,Business Combinations,2020-CE-Combination-314103,"First Mid Bank & Trust, NA",1515 Charleston Avenue,Mattoon,IL,Coles,2020-06-12
Receipt,2020-07-17,Branch Establishment,2020-SO-BranchNew-315486,Heritage Bank of St. Tammany,205 North Columbia Street,Covington,LA,St Tammany, 
Consummated/Effective,2020-07-17,Branch Closings,2020-LB-BranchClosing-315479,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Approved,2020-07-17,Branch Establishment,2020-LB-BranchNew-314931,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-07-16
Approved,2020-07-17,Branch Establishment,2020-LB-BranchNew-314932,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-07-16
Approved,2020-07-17,Branch Establishment,2020-LB-BranchNew-314973,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-07-16
Receipt,2020-07-17,Branch Closings,2020-NE-BranchClosing-315432,"People's United Bank, NA","Bridgeport Center, 850 Main Street",Bridgeport,CT,Fairfield, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315061,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315063,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315064,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315065,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315067,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315068,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315069,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315070,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315071,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315072,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315073,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315074,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315075,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315076,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315077,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315078,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315079,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315140,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315142,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315144,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315148,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315149,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315150,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315151,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315152,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315153,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315216,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315217,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315219,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315220,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315221,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315222,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315223,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315224,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315225,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315227,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315261,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315262,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315263,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315265,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315266,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315267,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315268,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315269,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315270,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315271,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315272,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315273,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315274,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315275,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315276,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315277,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-17,Relocation,2020-NE-Relocation-315430,State Street Bk & Tr Co of California NA,1801 Century Park East,Los Angeles,CA,Los Angeles,2020-08-16
Receipt,2020-07-17,Branch Closings,2020-CE-BranchClosing-315465,TCF NB,2508 South Louise Avenue,Sioux Falls,SD,Minnehaha, 
Approved,2020-07-17,Relocation,2020-CE-Relocation-314819,The Vinton County National Bank,112 West Main Street,McArthur,OH,Vinton,2020-07-16
Receipt,2020-07-17,Branch Establishment,2020-LB-BranchNew-315439,U.S. Bank NA,425 Walnut Street,Cincinnati,OH,Hamilton,2020-08-14
Approved,2020-07-20,Branch Establishment,2020-SO-BranchNew-315345,"BancCentral, NA",604 Flynn Street,Alva,OK,Woods,2020-07-04
Consummated/Effective,2020-07-20,Branch Establishment,2019-CE-BranchNew-311616,"Bremer Bank, NA","Lawson Building, 372 St. Peter Street",St. Paul,MN,Ramsey,2019-11-17
Consummated/Effective,2020-07-20,Branch Establishment,2020-SO-BranchNew-313499,"Investar Bank, NA",7244 Perkins Road,Baton Rouge,LA,East Baton Rouge,2020-03-28
Consummated/Effective,2020-07-20,Branch Establishment,2019-LB-BranchNew-310239,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2019-08-29
Consummated/Effective,2020-07-20,Branch Establishment,2020-CE-BranchNew-315519,New Carlisle FSB,400 N Main St,New Carlisle,OH,Clark, 
Consummated/Effective,2020-07-20,Branch Establishment,2020-CE-BranchNew-315483,"North Shore Bank, FSB",15700 W Bluemound Rd,Brookfield,WI,Waukesha, 
Consummated/Effective,2020-07-20,Business Combinations,2020-NE-Combination-314690,"Patriot Bank, NA",999 Bedford Street,Stamford,CT,Fairfield,2020-05-19
Approved,2020-07-20,Branch Establishment,2020-LB-BranchNew-314982,U.S. Bank NA,425 Walnut Street,Cincinnati,OH,Hamilton,2020-07-17
Receipt,2020-07-21,Branch Closings,2020-LB-BranchClosing-315490,Citibank NA,5800 S Corporate Place,Sioux Falls,SD,Lincoln, 
Receipt,2020-07-21,Relocation,2020-SO-Relocation-315481,City NB of Florida,25 West Flagler Street,Miami,FL,Miami-Dade,2020-08-08
Withdrawn,2020-07-21,Branch Establishment,2019-CE-BranchNew-311152,Huntington NB,17 South High Street,Columbus,OH,Franklin,2019-11-02
Approved,2020-07-21,Relocation,2020-LB-Relocation-314852,Huntington NB,17 South High Street,Columbus,OH,Franklin,2020-06-30
Receipt,2020-07-21,Branch Closings,2020-LB-BranchClosing-315479,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Consummated/Effective,2020-07-21,Branch Establishment,2018-LB-BranchNew-303002,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2018-05-26
Consummated/Effective,2020-07-21,Branch Establishment,2018-LB-BranchNew-303417,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2018-06-20
Consummated/Effective,2020-07-21,Branch Establishment,2018-LB-BranchNew-303611,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2018-07-05
Consummated/Effective,2020-07-21,Branch Establishment,2019-LB-BranchNew-308308,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2019-05-02
Consummated/Effective,2020-07-21,Branch Establishment,2019-LB-BranchNew-310235,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2019-08-29
Approved,2020-07-21,Branch Establishment,2020-LB-BranchNew-314972,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-07-17
Receipt,2020-07-21,Branch Establishment,2020-CE-BranchNew-315519,New Carlisle FSB,400 N Main St,New Carlisle,OH,Clark, 
Receipt,2020-07-21,Branch Establishment,2020-CE-BranchNew-315483,"North Shore Bank, FSB",15700 W Bluemound Rd,Brookfield,WI,Waukesha, 
Consummated/Effective,2020-07-21,Branch Establishment,2020-LB-BranchNew-313493,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle,2020-03-29
Consummated/Effective,2020-07-21,Branch Establishment,2020-LB-BranchNew-313521,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle,2020-03-29
Receipt,2020-07-21,Branch Closings,2020-LB-BranchClosing-315476,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Consummated/Effective,2020-07-21,Branch Establishment,2020-NE-BranchNew-315552,Westfield Bank,141 Elm Street,Westfield,MA,Hampden, 
Receipt,2020-07-22,Branch Establishment,2020-LB-BranchNew-315493,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-08-14
Receipt,2020-07-22,Branch Establishment,2020-LB-BranchNew-315496,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-08-20
Receipt,2020-07-22,Branch Establishment,2020-LB-BranchNew-315480,U.S. Bank NA,425 Walnut Street,Cincinnati,OH,Hamilton,2020-08-11
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315497,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315498,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315499,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315500,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315501,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315502,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315503,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315504,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315505,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315506,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315507,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315508,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315510,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315511,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315512,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315513,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315515,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315516,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315517,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315518,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315520,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315521,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315522,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315523,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315525,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315526,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315527,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315528,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315529,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315530,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315531,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315532,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315533,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315534,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315537,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315539,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315540,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315541,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha, 
Receipt,2020-07-23,New Bank Charter,2020-NE-Charter-315544,"American Challenger Bank, NA",to be determined,Stamford,CT, ,2020-08-21
Receipt,2020-07-23,Branch Closings,2020-SO-BranchClosing-315616,"Axiom Bank, NA","258 Southhall Lane, Suite 400",Maitland,FL,Orange, 
Receipt,2020-07-23,Branch Closings,2020-SO-BranchClosing-315618,"Axiom Bank, NA","258 Southhall Lane, Suite 400",Maitland,FL,Orange, 
Receipt,2020-07-23,Branch Closings,2020-SO-BranchClosing-315619,"Axiom Bank, NA","258 Southhall Lane, Suite 400",Maitland,FL,Orange, 
Approved,2020-07-23,215a-3: Mergers with Non-Bank Affiliates,2020-NE-215a3-314513,Computershare Tr Co NA,150 Royall Street,Canton,MA,Norfolk, 
Approved,2020-07-23,Subsidiaries & Equities,2020-LB-Subs&Equities-315288,"Fifth Third Bank, NA",38 Fountain Square Plaza,Cincinnati,OH,Hamilton, 
Approved,2020-07-23,Subsidiaries & Equities,2020-LB-Subs&Equities-315289,"Fifth Third Bank, NA",38 Fountain Square Plaza,Cincinnati,OH,Hamilton, 
Approved,2020-07-23,Subsidiaries & Equities,2020-LB-Subs&Equities-315290,"Fifth Third Bank, NA",38 Fountain Square Plaza,Cincinnati,OH,Hamilton, 
Receipt,2020-07-23,Business Combinations,2020-SO-Combination-315560,First NB Texas,507 N. Gray,Killeen,TX,Bell,2020-08-22
Receipt,2020-07-23,Federal Branches/Agencies - Relocations,2020-NE-FBA_Relocations-315595,Icici Bank Limited,"500 Fifth Av, Suite 2830",New York,NY,New York,2020-08-22
Approved,2020-07-23,Branch Establishment,2020-LB-BranchNew-314951,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha,2020-07-17
Approved,2020-07-23,Branch Establishment,2020-LB-BranchNew-314956,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha,2020-07-17
Receipt,2020-07-23,Branch Establishment,2020-LB-BranchNew-315550,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha,2020-08-23
Receipt,2020-07-23,Branch Establishment,2020-LB-BranchNew-315551,"Wells Fargo Bank, N.A.",101 North Philips Avenue,Sioux Falls,SD,Minnehaha,2020-08-26
Receipt,2020-07-23,Branch Establishment,2020-NE-BranchNew-315552,Westfield Bank,141 Elm Street,Westfield,MA,Hampden, 
Receipt,2020-07-24,Branch Establishment,2020-LB-BranchNew-315555,"Bank of America, NA","100 North Tryon Street, Suite 170",Charlotte,NC,Mecklenburg,2020-08-23
Receipt,2020-07-24,Branch Establishment,2020-CE-BranchNew-315665,"First Federal Community Bk, NA",321 North Wooster Avenue,Dover,OH,Tuscarawas,2020-08-16
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315557,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315558,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315562,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315563,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315564,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315565,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315566,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315567,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315568,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315569,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315570,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315571,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315572,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315573,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315574,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315576,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware, 
Receipt,2020-07-24,Branch Establishment,2020-LB-BranchNew-315548,"JPMorgan Chase Bank, NA",1111 Polaris Parkway,Columbus,OH,Delaware,2020-08-22
Consummated/Effective,2020-07-24,Branch Closings,2020-LB-BranchClosing-314212,PNC Bank NA,222 Delaware Avenue,Wilmington,DE,New Castle, 
Receipt,2020-07-27,Branch Closings,2020-SO-BranchClosing-315587,"BankUnited, NA",14817 Oak Lane,Miami Lakes,FL,Miami-Dade, 
