Action,Date,Type,ApplicationNumber,BranchName,Location,City,State,County,EndCmtPd
Receipt,2020-07-16,Branch Closings,2020-SO-BranchClosing-315377,Wabash Indiana Branch,1601 NORTH CASS STREET,WABASH,IN,Wabash, 
Approved,2020-07-16,Branch Establishment,2020-SO-BranchNew-313067,Winter Park Branch,862 South Orlando Avenue,Winter Park,FL,Orange,2020-03-06
Consummated/Effective,2020-07-17,Business Combinations,2020-CE-Combination-314103, , , , , ,2020-06-12
Receipt,2020-07-17,Relocation,2020-NE-Relocation-315430, , , , , ,2020-08-16
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315459,37th & 5th,404 FIFTH AVENUE,NEW YORK,NY,New York, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315063,Anthony-Southtown Office,7607 SOUTH ANTHONY BLVD.,FORT WAYNE,IN,Allen, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315457,Arundel Mills,7566 RIDGE ROAD,HANOVER,MD,Anne Arundel, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315064,Bainbridge Branch,7080 AURORA ROAD,BAINBRIDGE,OH,Geauga, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315453,Bohemia Airport,4110 VETERANS MEMORIAL HIGHWAY,BOHEMIA,NY,Suffolk, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315065,Canton Office,210 MARKET AVENUE NORTH,CANTON,OH,Stark, 
Approved,2020-07-17,Branch Establishment,2020-LB-BranchNew-314932,Cary Street and 13th Street,NEC East Cary Street and South 13th Street,Richmond,VA,Richmond City,2020-07-16
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315216,Cascade Plaza,1 CASCADE PLAZA,AKRON,OH,Summit, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315448,Cascades Marketplace,20970 SOUTHBANK STREET,POTOMAC FALLS,VA,Loudoun, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315217,Cedar-Brainard,29001 CEDAR ROAD,LYNDHURST,OH,Cuyahoga, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315434,Centreville,5902 OLD CENTREVILLE ROAD,CENTREVILLE,VA,Fairfax, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315442,Chevy Chase Circle,"5714 CONNECTICUT AVENUE, NW",WASHINGTON,DC,District of Columbia, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315275,Colonial Park,500 COLONIAL RD,HARRISBURG,PA,Dauphin, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315437,Copperfield Branch,6117 HIGHWAY 6 NORTH,HOUSTON,TX,Harris, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315464,Country Club Branch,1855 COUNTRY CLUB ROAD,LAKE CHARLES,LA,Calcasieu, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315454,Court Street Brooklyn,420 COURT STREET,BROOKLYN,NY,Kings, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315447,Deer Park TX,9055 SPENCER HIGHWAY,DEER PARK,TX,Harris, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315219,Downtown Delray Branch,109 SE 5TH AVENUE,DELRAY BEACH,FL,Palm Beach, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315463,Dulles International,1 SAARINEN CIRCLE,DULLES,VA,Loudoun, 
Approved,2020-07-17,Branch Establishment,2020-LB-BranchNew-314893,East 9th Street,2000 East 9th Street,Cleveland,OH,Cuyahoga,2020-07-12
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315445,East Brunswick Branch,1082 NORTH ROUTE 18,EAST BRUNSWICK,NJ,Middlesex, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315276,Elizabeth,201 MARKET STREET,ELIZABETH,PA,Allegheny, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315220,Elkhart Central,101 NORTH MAIN STREET,Elkhart,IN,Elkhart, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315440,Ellerbe Branch,8989 ELLERBE ROAD,SHREVEPORT,LA,Caddo, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315436,Ellicott City,9245 BALTIMORE NATIONAL PIKE,ELLICOTT CITY,MD,Howard, 
Receipt,2020-07-17,Branch Establishment,2020-LB-BranchNew-315431,Euclid,22388 Lake Shore Blvd,Euclid,OH,Cuyahoga,2020-08-16
Receipt,2020-07-17,Branch Establishment,2020-LB-BranchNew-315439,Excelsior,494 Water Street,Excelsior,MN,Hennepin,2020-08-14
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315067,Exchange Place,15 EXCHANGE PLACE,JERSEY CITY,NJ,Hudson, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315068,Fall Hill,2403 FALL HILL AVENUE,FREDERICKSBURG,VA,Fredericksburg City, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315221,Farmers Bank Office,621 PHILADELPHIA ST,INDIANA PA,PA,Indiana, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315069,Flanders,"293 ROUTE 206, UNIT 21",FLANDERS,NJ,Morris, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315070,Fountain Square Branch,1059 VIRGINIA AVENUE,INDIANAPOLIS,IN,Marion, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315071,Fourth and Oak Branch,1200 SOUTH 4TH STREET,LOUISVILLE,KY,Jefferson, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315473,Gilbert Branch,160 North Mcqueen Road,Gilbert,AZ,Maricopa, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315072,Great Valley Office,355 LINCOLN HIGHWAY,NORTH VERSAILLES TWP,PA,Allegheny, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315435,Greenlawn,739 PULASKI ROAD,GREENLAWN,NY,Suffolk, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315222,Harrisburg,122 MARKET STREET,HARRISBURG,PA,Dauphin, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315073,Holt Branch,4308 WEST HOLT,HOLT,MI,Ingham, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315074,Hoover Crossings,2720 John Hawkins Parkway,Hoover,AL,Jefferson, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315462,Hyland Boulevard,2083 HYLAND BOULEVARD,STATEN ISLAND,NY,Richmond, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315142,Inman Avenue Branch,INMAN AVENUE AND GROVE STREET,EDISON,NJ,Middlesex, 
Receipt,2020-07-17,Branch Closings,2020-NE-BranchClosing-315432,Inwood S&S (Opening 10/9/14),603 Burnside Ave,Inwood,NY,Nassau, 
Approved,2020-07-17,Relocation,2020-CE-Relocation-314819,"Jackson County Banking Center, VCNB Financial Family","920 Veterans Drive, Suite E",Jackson,OH,Jackson,2020-07-16
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315075,Jones Franklin,2920 Jones Franklin Rd,Raleigh,NC,Wake, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315223,Kennerly Branch,9914 KENNERLY,ST. LOUIS,MO,St Louis, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315449,King Farm,802 PLEASANT DRIVE,ROCKVILLE,MD,Montgomery, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315224,Lakewood Ranch,9105 Town Center Pkwy,Bradenton,FL,Manatee, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315438,League City Branch,231 SOUTH FM 270 ROAD,LEAGUE CITY,TX,Galveston, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315144,Lewis Center/Olentangy Crossing Branch,6274 PULLMAN DRIVE,LEWIS CENTER,OH,Delaware, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315225,Linesville Branch,201 EAST ERIE STREET,LINESVILLE,PA,Crawford, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315456,Little Neck,248-40 NORTHERN BOULEVARD,LITTLE NECK,NY,Queens, 
Receipt,2020-07-17,Relocation,2020-LB-Relocation-315470,M&I Marshall and Ilsley Bank Branch,770 North Water Street,Milwaukee,WI,Milwaukee,2020-08-02
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315061,"Main Office, Anderson",931 MERIDIAN PLAZA,ANDERSON,IN,Madison, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315076,Maple/Lahser Branch,3580 MAPLE ROAD,BLOOMFIELD HILLS,MI,Oakland, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315077,Mayfield-Warrensville Office,4017 MAYFIELD ROAD,SOUTH EUCLID,OH,Cuyahoga, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315227,Mckees Rocks,421 CHARTIERS AVENUE,MCKEES ROCKS,PA,Allegheny, 
Receipt,2020-07-17,Branch Closings,2020-CE-BranchClosing-315478,Midland Office,629 MIDLAND AVENUE,MIDLAND,PA,Beaver, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315261,Mount Tabor,3333 Robinhood Rd,Winston-Salem,NC,Forsyth, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315079,Mt. Lebanon Branch,620 WASHINGTON ROAD,PITTSBURGH,PA,Allegheny, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315262,Muskegon,"715 TERRACE STREET, SUITE 100",MUSKEGON,MI,Muskegon, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315140,New Albany Branch,5471 NEW ALBANY ROAD,NEW ALBANY,OH,Franklin, 
Consummated/Effective,2020-07-17,Branch Closings,2020-LB-BranchClosing-315479,Niles,8510 WEST GOLF ROAD,NILES,IL,Cook, 
Receipt,2020-07-17,Branch Establishment,2020-SO-BranchNew-315486,None Given,"13102 L Highway 1085, Suite 100",Covington,LA,St Tammany, 
Approved,2020-07-17,Branch Establishment,2020-LB-BranchNew-314931,Norristown,SWC West Main Street and Hamilton Street,Norristown,PA,Montgomery,2020-07-16
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315263,North Meridian Street Office,1714 NORTH MERIDIAN STREET,INDIANAPOLIS,IN,Marion, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315452,North Plano Branch,9724 COIT ROAD,PLANO,TX,Collin, 
Receipt,2020-07-17,Branch Closings,2020-CE-BranchClosing-315465,North Riverside,7201 W. 24TH STREET,NORTH RIVERSIDE,IL,Cook, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315078,North Towne Banking Center,3910 BURBANK ROAD,WOOSTER,OH,Wayne, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315460,O'Neal,2390 O'NEAL LANE,Baton Rouge,LA,East Baton Rouge, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315455,Old Country Road,947 OLD COUNTRY ROAD,WESTBURY,NY,Nassau, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315265,Old Farm,2070 YELLOW SPRINGS ROAD,FREDERICK,MD,Frederick, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315148,Olmsted Falls Office,8113 COLUMBIA ROAD,OLMSTED FALLS,OH,Cuyahoga, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315450,Port Jefferson,532 OLD TOWN ROAD,JEFFERSON STATION,NY,Suffolk, 
Approved,2020-07-17,Branch Establishment,2020-LB-BranchNew-314973,Prices Corner Shopping Center,SEC Kirkwood Hwy aka Hwy 41 and Albertson Blvd,Wilmington,DE,New Castle,2020-07-16
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315444,Rocky Point,366 ROUTE 25A,ROCKY POINT,NY,Suffolk, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315149,Rosemary Street,101 E Rosemary St,Chapel Hill,NC,Orange, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315277,Shaker Towne Centre,16601 Chagrin Blvd,SHAKER HEIGHTS,OH,Cuyahoga, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315266,Shoregate,210 E 305th St,WIillowick,OH,Lake, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315267,Shorewood Oakland Avenue,4231 NORTH OAKLAND AVENUE,SHOREWOOD,WI,Milwaukee, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315268,Singer Island Branch,1200 EAST BLUE HERON BOULEVARD,RIVIERA BEACH,FL,Palm Beach, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315269,South Fayette Shop N Save Branch,3239 WASHINGTON PIKE,BRIDGEVILLE,PA,Allegheny, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315150,South Main Street Branch,125 SOUTH MAIN STREET,GREENSBURG,PA,Westmoreland, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315270,South Ocean City,3409 COASTAL HIGHWAY,OCEAN CITY,MD,Worcester, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315271,South River Branch,55 MAIN STREET,SOUTH RIVER,NJ,Middlesex, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315461,Southpark Branch,3527 PINHOOK ROAD,LAFAYETTE,LA,Lafayette, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315151,Stone Mill Plaza,1356 Columbia Ave,LANCASTER,PA,Lancaster, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315272,Sugarcreek/Bellbrook Office,6220 WILMINGTON PIKE,DAYTON,OH,Greene, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315273,Tipp City Branch,970 WEST MAIN STREET,TIPP CITY,OH,Miami, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315152,Upper Allen,127 KIM ACRES DR,Mechanicsburg,PA,Cumberland, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315441,West Brighton,386-390 FOREST AVENUE,STATEN ISLAND,NY,Richmond, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315274,West Mifflin Branch,4917 HOMEVILLE ROAD,WEST MIFFLIN,PA,Allegheny, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315443,Westbury,341 POST AVE,WESTBURY,NY,Nassau, 
Receipt,2020-07-17,Branch Closings,2020-LB-BranchClosing-315153,Woodbrook,6227 NORTH CHARLES STREET,BALTIMORE,MD,Baltimore, 
Consummated/Effective,2020-07-20,Business Combinations,2020-NE-Combination-314690, , , , , ,2020-05-19
Approved,2020-07-20,Branch Establishment,2020-SO-BranchNew-315345,Cherokee Branch,105 North Grand Avenue,Cherokee,OK,Alfalfa,2020-07-04
Consummated/Effective,2020-07-20,Branch Establishment,2020-SO-BranchNew-313499,Country Club Branch,2089 Country Club Road,Lake Charles,LA,Calcasieu,2020-03-28
Consummated/Effective,2020-07-20,Branch Establishment,2020-CE-BranchNew-315483,Germantown Branch,N112 W15780 Mequon Road,Germantown,WI,Washington, 
Consummated/Effective,2020-07-20,Branch Establishment,2019-LB-BranchNew-310239,Golf Mill,9300 N Milwaukee Ave,Niles,IL,Cook,2019-08-29
Consummated/Effective,2020-07-20,Branch Establishment,2019-CE-BranchNew-311616,Holiday Center Duluth,"225 West Superior Street, Suite 120",Duluth,MN,St Louis,2019-11-17
Consummated/Effective,2020-07-20,Branch Establishment,2020-CE-BranchNew-315519,Limestone,1408 North Limestone Street,Springfield,OH,Clark, 
Approved,2020-07-20,Branch Establishment,2020-LB-BranchNew-314982,PWM Kansas City,4600 Madison Avenue,Kansas City,MO,Jackson,2020-07-17
Approved,2020-07-21,Relocation,2020-LB-Relocation-314852,9127 Hamtramck Branch,9301 JOSEPH CAMPAU,HAMTRAMCK,MI,Wayne,2020-06-30
Consummated/Effective,2020-07-21,Branch Establishment,2018-LB-BranchNew-303611,Cedar Knolls Hanover Avenue,190 E Hanover Ave,Cedar Knolls,NJ,Morris,2018-07-05
Receipt,2020-07-21,Relocation,2020-SO-Relocation-315481,Central Florida Branch,355 NORTH ORANGE AVENUE,ORLANDO,FL,Orange,2020-08-08
Consummated/Effective,2020-07-21,Branch Establishment,2019-LB-BranchNew-308308,Fishtown,1502 Franklin Ave,Philadelphia,PA,Philadelphia,2019-05-02
Receipt,2020-07-21,Branch Establishment,2020-CE-BranchNew-315483,Germantown Branch,N112 W15780 Mequon Road,Germantown,WI,Washington, 
Receipt,2020-07-21,Branch Closings,2020-LB-BranchClosing-315490,Gresham,2000 WEST 79TH STREET,CHICAGO,IL,Cook, 
Consummated/Effective,2020-07-21,Branch Establishment,2020-LB-BranchNew-313521,Hughes Landing,2000 Hughes Landing Blvd Ste F-100,The Woodlands,TX,Montgomery,2020-03-29
Consummated/Effective,2020-07-21,Branch Establishment,2018-LB-BranchNew-303002,Hwy 7 and Sheridan,16820 Sheridan Pkwy,Broomfield,CO,Broomfield,2018-05-26
Consummated/Effective,2020-07-21,Branch Establishment,2020-LB-BranchNew-313493,Irving,8445 N Belt Line Rd Ste 100,Irving,TX,Dallas,2020-03-29
Receipt,2020-07-21,Branch Establishment,2020-CE-BranchNew-315519,Limestone,1408 North Limestone Street,Springfield,OH,Clark, 
Receipt,2020-07-21,Branch Closings,2020-LB-BranchClosing-315479,Niles,8510 WEST GOLF ROAD,NILES,IL,Cook, 
Receipt,2020-07-21,Branch Closings,2020-LB-BranchClosing-315476,Normandy Branch,6545 NORMANDY BOULEVARD,JACKSONVILLE,FL,Duval, 
Withdrawn,2020-07-21,Branch Establishment,2019-CE-BranchNew-311152,North Columbus Private Bank,7575 Huntington Park,Columbus,OH,Franklin,2019-11-02
Consummated/Effective,2020-07-21,Branch Establishment,2019-LB-BranchNew-310235,Parham Rd and Staples Mill Rd,8727 Staples Mill Rd,Richmond,VA,Henrico,2019-08-29
Approved,2020-07-21,Branch Establishment,2020-LB-BranchNew-314972,The Collective at Canton,NWC Boston Street and South Haven Street,Baltimore,MD,Baltimore City,2020-07-17
Consummated/Effective,2020-07-21,Branch Establishment,2018-LB-BranchNew-303417,Toms River Route 37 W,1095 Route 37 W,Toms River,NJ,Ocean,2018-06-20
Consummated/Effective,2020-07-21,Branch Establishment,2020-NE-BranchNew-315552,West Hartford Branch,977 Farmington Avenue,West Hartford,CT,Hartford, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315533,13th Street Phenix City,616 13TH STREET,PHENIX CITY,AL,Russell, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315498,1st Avenue,1800 FIRST AVNEUE NE,CEDAR RAPIDS,IA,Linn, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315497,39th & Wadsorth In-Store,3900 WADSWORTH BOULEVARD,WHEAT RIDGE,CO,Jefferson, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315522,Alameda and Wadsworth,7950 WEST ALAMEDA AVENUE,LAKEWOOD,CO,Jefferson, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315500,Atco Waterford,451 WHITE HORSE PIKE,ATCO,NJ,Camden, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315501,Autumn Creek,3141 FM 528 ROAD,FRIENDSWOOD,TX,Harris, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315499,Central Park Plaza,1825 CENTRAL PARK PLAZA,STEAMBOAT SPRINGS,CO,Routt, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315502,Chesterbrook,500 CHESTERBROOK BLVD,CHESTERBROOK,PA,Chester, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315504,Concord Parkway Branch,948 CONCORD PARKWAY NORTH,CONCORD,NC,Cabarrus, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315505,Cypress Creek @ Randall's,1400 CYPRESS CREEK ROAD,CEDAR PARK,TX,Williamson, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315507,Dearborn,2 SOUTH INDIANA AVE,ENGLEWOOD,FL,Sarasota, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315506,Eighth South B Office,778 SOUTH MAIN STREET,SALT LAKE CITY,UT,Salt Lake, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315508,Emmaus Ii,335 MAIN STREET,EMMAUS,PA,Lehigh, 
Receipt,2020-07-22,Branch Establishment,2020-LB-BranchNew-315493,Glastonbury,NEC New London Turnpike and Hebron Avenue,Glastonbury,CT,Hartford,2020-08-14
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315512,Glen Meade,1701 SHIPYARD BOULEVARD,WILMINGTON,NC,New Hanover, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315513,Greenbriar Mall,2841 GREENBRIAR PARKWAY SW,ATLANTA,GA,Fulton, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315510,Hackettstown-High Street,811 HIGH STREET,HACKETTSTOWN,NJ,Warren, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315511,International Center Office,5580 AMELIA EARHART DRIVE,SALT LAKE CITY,UT,Salt Lake, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315520,Joshua,449 SOUTH BROADWAY,JOSHUA,TX,Johnson, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315521,Lancaster & Silverton Branch,3380 LANCASTER DRIVE NORTHEAST,SALEM,OR,Marion, 
Receipt,2020-07-22,Branch Establishment,2020-LB-BranchNew-315480,McMullen Creek,8334 Pineville Matthews Road,Charlotte,NC,Mecklenburg,2020-08-11
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315523,Memorial at Dairy Ashford,14610 MEMORIAL DRIVE,HOUSTON,TX,Harris, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315503,Northwest & Ash,1616 WEST NORTHWEST BOULEVARD,SPOKANE,WA,Spokane, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315518,Oakhurst Ii,221 MONMOUTH RD,OAKHURST,NJ,Monmouth, 
Receipt,2020-07-22,Branch Establishment,2020-LB-BranchNew-315496,Oswell and Mall View,NEC Oswell St and Mall View Rd,Bakersfield,CA,Kern,2020-08-20
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315517,Plymouth,9454 MAIN STREET,PLYMOUTH,CA,Amador, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315515,Port Angeles,901 E. FRONT STREET,PORT ANGELES,WA,Clallam, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315516,Reddick,15275 N W GAINESVILLE RD,REDDICK,FL,Marion, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315525,Sandy In-Store,37601 HIGHWAY 26,SANDY,OR,Clackamas, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315529,Seattle Industrial,1763 4TH AVENUE SOUTH,SEATTLE,WA,King, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315527,Sedro Woolley,900 METCALF STREET,SEDRO WOOLLEY,WA,Skagit, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315528,Silver Firs,5802 134TH PLACE S.E.,EVERETT,WA,Snohomish, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315526,Sprayberry Branch,2687 SANDY PLAINS ROAD,MARIETTA,GA,Cobb, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315530,St. Helens Branch,795 SOUTH COLUMBIA RIVER HIGHWAY,ST. HELENS,OR,Columbia, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315532,Stayton Branch,1535 NORTH FIRST STREET,STAYTON,OR,Marion, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315534,Tom Thumb- Toll Road & Parker,5968 W. PARKER ROAD,PLANO,TX,Collin, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315531,Troutdale In-Store,2501 SW CHERRY PARK ROAD,TROUTDALE,OR,Multnomah, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315537,Wendell Main Office,18 S. MAIN STREET,WENDELL,NC,Wake, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315540,West Colorado In-Store,3275 WEST COLORADO AVENUE,COLORADO SPRINGS,CO,El Paso, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315539,Wolflin Branch,1838 SOUTH GEORGIA ST,AMARILLO,TX,Potter, 
Receipt,2020-07-22,Branch Closings,2020-LB-BranchClosing-315541,Woodlake,9660 WESTHEIMER ROAD,HOUSTON,TX,Harris, 
Approved,2020-07-23,215a-3: Mergers with Non-Bank Affiliates,2020-NE-215a3-314513, , , , , , 
Receipt,2020-07-23,Business Combinations,2020-SO-Combination-315560, , , , , ,2020-08-22
Receipt,2020-07-23,Federal Branches/Agencies - Relocations,2020-NE-FBA_Relocations-315595, , , , , ,2020-08-22
Approved,2020-07-23,Subsidiaries & Equities,2020-LB-Subs&Equities-315288, , , , , , 
Approved,2020-07-23,Subsidiaries & Equities,2020-LB-Subs&Equities-315289, , , , , , 
Approved,2020-07-23,Subsidiaries & Equities,2020-LB-Subs&Equities-315290, , , , , , 
Receipt,2020-07-23,New Bank Charter,2020-NE-Charter-315544,"American Challenger Bank, NA",to be determined,Stamford,CT, ,2020-08-21
Receipt,2020-07-23,Branch Closings,2020-SO-BranchClosing-315619,Axiom Bk - Bartow Branch,1050 East Van Fleet Drive,Bartow,FL,Polk, 
Receipt,2020-07-23,Branch Closings,2020-SO-BranchClosing-315618,Axiom Bk - Bradenton Branch,5315 Cortez Road West,Bradenton,FL,Manatee, 
Receipt,2020-07-23,Branch Closings,2020-SO-BranchClosing-315616,Axiom Bk - Goldenrod Wal-Mart Branch,5991 South Goldenrod Road,Orlando,FL,Orange, 
Receipt,2020-07-23,Branch Establishment,2020-LB-BranchNew-315550,Green Lake,6900 E Green Lake Way N,Seattle,WA,King,2020-08-23
Receipt,2020-07-23,Branch Establishment,2020-LB-BranchNew-315551,North Bend,250 Bendigo Blvd S,North Bend,WA,King,2020-08-26
Approved,2020-07-23,Branch Establishment,2020-LB-BranchNew-314956,Prosperity Church,5920 Highlands Shoppes Dr,Charlotte,NC,Mecklenburg,2020-07-17
Approved,2020-07-23,Branch Establishment,2020-LB-BranchNew-314951,The Shoppes at Kingsgate,1319 Kingwood Dr,Kingwood,TX,Harris,2020-07-17
Receipt,2020-07-23,Branch Establishment,2020-NE-BranchNew-315552,West Hartford Branch,977 Farmington Avenue,West Hartford,CT,Hartford, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315563,Banksville,1073 NORTH STREET,GREENWICH,CT,Fairfield, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315570,Beaverton Town Square Fred Meyer,11425 SW BEAVERTON-HILLSDALE HWY,BEAVERTON,OR,Washington, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315571,Branchburg Shoprite,3166 US HIGHWAY ROUTE 22 WEST,BRANCHBURG,NJ,Somerset, 
Receipt,2020-07-24,Branch Closings,2020-LB-BranchClosing-315562,Burlington Fred Meyer,920 S BURLINGTON BOULEVARD,BURLINGTON,WA,Skagit, 
